label,query,mask,ambigous_word
um350,"So begleitet der Leser Marci Shore dabei , wie sie langsam lernt , Sprachkurs um Sprachkurs , Gespräch um Gespräch , Buch um Buch , Archivreise um Archivreise .",Gespräch,um
um350,"So begleitet der Leser Marci Shore dabei , wie sie langsam lernt , Sprachkurs um Sprachkurs , Gespräch um Gespräch , Buch um Buch , Archivreise um Archivreise .",Gespräch,um
um350,"Während Schmitt Sprung um Sprung seine Form sucht , fachsimpelt das rekonvaleszente Zugpferd Hannawald mal lobend , mal wehmütig als Co-Kommentator aus der Sprecherkabine .",Sprung,um
um350,"Während Schmitt Sprung um Sprung seine Form sucht , fachsimpelt das rekonvaleszente Zugpferd Hannawald mal lobend , mal wehmütig als Co-Kommentator aus der Sprecherkabine .",Sprung,um
um350,"Das Schlimmste für Christian Dreier war in letzter Zeit nicht , dass der HSV Spiel um Spiel verloren hat .",Spiel,um
um350,"Das Schlimmste für Christian Dreier war in letzter Zeit nicht , dass der HSV Spiel um Spiel verloren hat .",Spiel,um
um350,Das Starensemble spielte zeitweise berauschenden Kombinationsfußball und hatte Chance um Chance .,Chance,um
um350,Das Starensemble spielte zeitweise berauschenden Kombinationsfußball und hatte Chance um Chance .,Chance,um
um350,Nach einer kurzen verhaltenen Abtastphase erarbeitete sich die DFB - Elf auch Chance um Chance .,Chance,um
um350,Nach einer kurzen verhaltenen Abtastphase erarbeitete sich die DFB - Elf auch Chance um Chance .,Chance,um
um350,So geschieht es von da an Jahr um Jahr .,Jahr,um
um350,So geschieht es von da an Jahr um Jahr .,Jahr,um
um350,"Was geschieht mit der Erde und ihren Ökosystemen , wenn Jahr um Jahr 16 Millionen Subsistenzbauern in die konsumierende Mittelschicht drängen ?",Jahr,um
um350,"Was geschieht mit der Erde und ihren Ökosystemen , wenn Jahr um Jahr 16 Millionen Subsistenzbauern in die konsumierende Mittelschicht drängen ?",Jahr,um
um350,"Der "" "" demokratische Sozialist "" "" Sanders mit seiner Anti - Wall - Street - Masche macht Punkt um Punkt gegen Clinton wett .",Punkt,um
um350,"Der "" "" demokratische Sozialist "" "" Sanders mit seiner Anti - Wall - Street - Masche macht Punkt um Punkt gegen Clinton wett .",Punkt,um
um350,"Mit 6 : 14 lagen die Gastgeberinnen gegen den Vorjahresdritten zurück , kämpften sich aber Punkt um Punkt zurück und holten sich den Durchgang nach 28 Minuten mit 26 : 24 .",Punkt,um
um350,"Mit 6 : 14 lagen die Gastgeberinnen gegen den Vorjahresdritten zurück , kämpften sich aber Punkt um Punkt zurück und holten sich den Durchgang nach 28 Minuten mit 26 : 24 .",Punkt,um
um350,"Die starke Rückrunde , in der die Schwaben Punkt um Punkt sammelten und der Konkurrenz immer mehr zusetzten , macht den Überlebenskünstlern viel Mut im Kampf gegen den Abstieg .",Punkt,um
um350,"Die starke Rückrunde , in der die Schwaben Punkt um Punkt sammelten und der Konkurrenz immer mehr zusetzten , macht den Überlebenskünstlern viel Mut im Kampf gegen den Abstieg .",Punkt,um
um350,"Wie ein taumelnder Boxer , der nur noch Luftschwinger vollführt , verliert er Runde um Runde gegen Superreiche und Konzerne , die sich geschickt der nationalen Gemeinschaft und ihren Regeln entziehen .",Runde,um
um350,"Wie ein taumelnder Boxer , der nur noch Luftschwinger vollführt , verliert er Runde um Runde gegen Superreiche und Konzerne , die sich geschickt der nationalen Gemeinschaft und ihren Regeln entziehen .",Runde,um
um350,Durch einen weiteren Reifenwechsel konnte Ricciardo Runde um Runde auf den schnelleren Reifen auf Rosberg aufholen .,Runde,um
um350,Durch einen weiteren Reifenwechsel konnte Ricciardo Runde um Runde auf den schnelleren Reifen auf Rosberg aufholen .,Runde,um
um350,""" "" Man beginnt damit , dass viele Sachen von Personen erledigt werden und nur wenige vom Computer - und übergibt Schritt um Schritt an die Maschine "" "" , erklärt Messenger - Produktchef Stan Chudnovsky die Vorgehensweise .",Schritt,um
um350,""" "" Man beginnt damit , dass viele Sachen von Personen erledigt werden und nur wenige vom Computer - und übergibt Schritt um Schritt an die Maschine "" "" , erklärt Messenger - Produktchef Stan Chudnovsky die Vorgehensweise .",Schritt,um
um350,"Schritt um Schritt wird ein Paket von Maßnahmen eingeführt , dass Toleranz und Gendergerechtigkeit auf allen Ebenen fördert .",Schritt,um
um350,"Schritt um Schritt wird ein Paket von Maßnahmen eingeführt , dass Toleranz und Gendergerechtigkeit auf allen Ebenen fördert .",Schritt,um
um350,Man wandert Stunde um Stunde .,Stunde,um
um350,Man wandert Stunde um Stunde .,Stunde,um
um350,"Hier treffen sich Xen und seine Kollegen nach harten Arbeitswochen , um an ihrer Musik zu feilen , hier verbringen sie Stunde um Stunde in dem weiß getünchten , schmucklosen Raum mit der Schlafcouch , hier lassen sie sich von den neuen Beats von Lii inspirieren und dichten dann ihre Rapverse .",Stunde,um
um350,"Hier treffen sich Xen und seine Kollegen nach harten Arbeitswochen , um an ihrer Musik zu feilen , hier verbringen sie Stunde um Stunde in dem weiß getünchten , schmucklosen Raum mit der Schlafcouch , hier lassen sie sich von den neuen Beats von Lii inspirieren und dichten dann ihre Rapverse .",Stunde,um
um350,"Während Stunde um Stunde vergeht , eine Flamme nach der anderen im Haarkranz des Buddhas abbrennt , scheint meine ganze Reise zu einem einzigen langen Tag am Flughafen zu verschmelzen .",Stunde,um
um350,"Während Stunde um Stunde vergeht , eine Flamme nach der anderen im Haarkranz des Buddhas abbrennt , scheint meine ganze Reise zu einem einzigen langen Tag am Flughafen zu verschmelzen .",Stunde,um
um350,"Jetzt , in Leipzig , schießt er Tor um Tor .",Tor,um
um350,"Jetzt , in Leipzig , schießt er Tor um Tor .",Tor,um
um350,"Nur bis zum Stand von 3 : 3 in der zehnten Minute konnte Göppingen die Partie ausgeglichen gestalten , dann setzten sich die Gäste Tor um Tor ab .",Tor,um
um350,"Nur bis zum Stand von 3 : 3 in der zehnten Minute konnte Göppingen die Partie ausgeglichen gestalten , dann setzten sich die Gäste Tor um Tor ab .",Tor,um
um350,"Man sitzt ihnen gewissermaßen an Schreibtischen gegenüber und erfährt , wie die Speer - Legende seit den achtziger Jahren Zug um Zug dekonstruiert wurde .",Zug,um
um350,"Man sitzt ihnen gewissermaßen an Schreibtischen gegenüber und erfährt , wie die Speer - Legende seit den achtziger Jahren Zug um Zug dekonstruiert wurde .",Zug,um
um350,"Zumindest kulturell , das ist seine Beobachtung , sei seine Stadt , Wien , Zug um Zug offener geworden .",Zug,um
um350,"Zumindest kulturell , das ist seine Beobachtung , sei seine Stadt , Wien , Zug um Zug offener geworden .",Zug,um
um350,Zug um Zug fuhr das Brexit - Lager Gewinne ein .,Zug,um
um350,Zug um Zug fuhr das Brexit - Lager Gewinne ein .,Zug,um
(379,"Bis 2025 könnten afrikanische Konsumenten 5 , 6 Billionen ( zehn hoch zwölf ) US - Dollar jährlich ausgeben .","5 , 6 Billionen",(
(379,"Bis 2025 könnten afrikanische Konsumenten 5 , 6 Billionen ( zehn hoch zwölf ) US - Dollar jährlich ausgeben .",zehn hoch zwölf,(
)379,"Bis 2025 könnten afrikanische Konsumenten 5 , 6 Billionen ( zehn hoch zwölf ) US - Dollar jährlich ausgeben .","5 , 6 Billionen",)
)379,"Bis 2025 könnten afrikanische Konsumenten 5 , 6 Billionen ( zehn hoch zwölf ) US - Dollar jährlich ausgeben .",zehn hoch zwölf,)
(379,"So nennt sie die Fastfood - und Ladenketten , die Angestellte zum lokalen Mindestlohn von 10 , 50 Dollar ( 8 , 90 Euro ) beschäftigen – fast ausschließlich in Teilzeit und mit so unregelmäßigen , kurzfristig geplanten Schichten , dass sie sich schwer mit einem Zweitjob oder Familienleben vereinbaren lassen .","10 , 50 Dollar",(
(379,"So nennt sie die Fastfood - und Ladenketten , die Angestellte zum lokalen Mindestlohn von 10 , 50 Dollar ( 8 , 90 Euro ) beschäftigen – fast ausschließlich in Teilzeit und mit so unregelmäßigen , kurzfristig geplanten Schichten , dass sie sich schwer mit einem Zweitjob oder Familienleben vereinbaren lassen .","8 , 90 Euro",(
)379,"So nennt sie die Fastfood - und Ladenketten , die Angestellte zum lokalen Mindestlohn von 10 , 50 Dollar ( 8 , 90 Euro ) beschäftigen – fast ausschließlich in Teilzeit und mit so unregelmäßigen , kurzfristig geplanten Schichten , dass sie sich schwer mit einem Zweitjob oder Familienleben vereinbaren lassen .","10 , 50 Dollar",)
)379,"So nennt sie die Fastfood - und Ladenketten , die Angestellte zum lokalen Mindestlohn von 10 , 50 Dollar ( 8 , 90 Euro ) beschäftigen – fast ausschließlich in Teilzeit und mit so unregelmäßigen , kurzfristig geplanten Schichten , dass sie sich schwer mit einem Zweitjob oder Familienleben vereinbaren lassen .","8 , 90 Euro",)
(379,""" Erst vergangene Woche wurde der private Sender TVN vom Nationalen Rat für Rundfunk und Fernsehen zu einer Strafe von 1 , 5 Millionen Z ? oty ( etwa 380 . 000 Euro ) verdonnert , weil er mit seiner Berichterstattung über die Proteste vor dem Parlament "" "" "" "" illegale Aktivitäten "" "" "" "" vorangetrieben und "" "" "" "" Verhalten , das die Sicherheit gefährdet "" "" "" "" beworben hätte . ""","1 , 5 Millionen Z ? oty",(
(379,""" Erst vergangene Woche wurde der private Sender TVN vom Nationalen Rat für Rundfunk und Fernsehen zu einer Strafe von 1 , 5 Millionen Z ? oty ( etwa 380 . 000 Euro ) verdonnert , weil er mit seiner Berichterstattung über die Proteste vor dem Parlament "" "" "" "" illegale Aktivitäten "" "" "" "" vorangetrieben und "" "" "" "" Verhalten , das die Sicherheit gefährdet "" "" "" "" beworben hätte . """,380 . 000 Euro,(
)379,""" Erst vergangene Woche wurde der private Sender TVN vom Nationalen Rat für Rundfunk und Fernsehen zu einer Strafe von 1 , 5 Millionen Z ? oty ( etwa 380 . 000 Euro ) verdonnert , weil er mit seiner Berichterstattung über die Proteste vor dem Parlament "" "" "" "" illegale Aktivitäten "" "" "" "" vorangetrieben und "" "" "" "" Verhalten , das die Sicherheit gefährdet "" "" "" "" beworben hätte . ""","1 , 5 Millionen Z ? oty",)
)379,""" Erst vergangene Woche wurde der private Sender TVN vom Nationalen Rat für Rundfunk und Fernsehen zu einer Strafe von 1 , 5 Millionen Z ? oty ( etwa 380 . 000 Euro ) verdonnert , weil er mit seiner Berichterstattung über die Proteste vor dem Parlament "" "" "" "" illegale Aktivitäten "" "" "" "" vorangetrieben und "" "" "" "" Verhalten , das die Sicherheit gefährdet "" "" "" "" beworben hätte . """,380 . 000 Euro,)
würden392,"Ein Sprecher der Behörde bestätigte am Mittwoch in Bonn , dass gegen ein entsprechendes Urteil des Verwaltungsgerichts Köln keine Rechtsmittel eingelegt würden .",Rechtsmittel,würden
würden392,"Zu den nun von Viag Interkom geforderten kompensatorischen Maßnahmen sollte auch gehören , dass bei der Verwendung der Lizenzen größere Eigentümerrechte eingeräumt würden , meinte Ardelt .",größere Eigentümerrechte,würden
würden392,"Vor kurzem erst hatte ein US-Gericht entschieden , dass eBay nicht dafür verantwortlich gemacht werden könne , wenn über seine Web-Auktionen illegal kopierte Tonträger versteigert würden .",illegal kopierte Tonträger,würden
würden392,"Harms verwies auf digitale Schutzmechanismen , zum Beispiel Systeme für das Digital Right Management ( DRM ) , die bereits von Unternehmen wie IBM und Microsoft angeboten würden .",die,würden
würden392,"Er verwies auf die Gespräche , die zurzeit mit dem Kartellamt geführt würden .",die,würden
würde392,"Wenn ich tatsächlich um Frauen werben wollen würde , bräuchte ich die Homepage dafür nicht .",ich,würde
würde392,""" Wenn ich gehen wollen würde , hätte ich mir den ganzen Stress mit den Journalisten nicht angetan "" , ergänzte der Defensivspieler , der sich sogar eine Vertragverlängerung bei den "" Geißböcken "" vorstellen kann : """,ich,würde
würde392,""" Und nach meinen Veröffentlichungen hieß es dann , dass ich nicht für Russland starten wollen würde "" , sagte die Russin in einem Interview mit Sky Sport News HD : """,ich,würde
würde392,""" Am Ende habe ich mich gefragt , was ich im Angesicht meines eigenen Todes wollen würde "" , erklärte Brown . """,ich,würde
würde392,"Vor Kurzem überlegte ich hier in der Ostkurve , ob ich im Bundestag lesen wollen würde , ob man als Schriftsteller nicht eher subversiv sein müsse , anarchistisch statt wohlfeil-politisch , störend statt ...",ich,würde
würde392,""" Ich weiß , dass er wollen würde , dass wir weiter so hart fahren wie er , und das habe ich vor . """,er,würde
würde392,"Einfach mal hinfahren , ein bisschen schlendern , abends losziehen und sich dann fragen , ob man hier nicht nur studieren und arbeiten , sondern auch feiern und faulenzen wollen würde .",man,würde
würde392,""" Wenn man die ganzen Wälder dekontaminieren wollen würde , müsste man alle Bäume fällen , was zu Erdrutschen führen und wiederum eine Katastrophe bedeuten würde "" , sagt Mosneaga . """,man,würde
würden392,"Ich hatte vor einem Jahr junge Lehrerinnen gefragt , ob sie mit dem Calliope arbeiten wollen würden , aber die konnten sich noch nicht vorstellen , wie sie den Umgang damit erlernen , geschweige denn vermitteln sollen .",sie,würden
würden392,"Es ist noch nichts , was die meisten Menschen heute benutzen wollen würden , aber das Betriebssystem Ubuntu Touch für mobile Geräte existiert und wird auf einer Reihe von Nexus-Geräten laufen .",die meisten Menschen,würden
würden392,"Wir sind also hin und wurden von einem Polizisten gefragt , wo wir denn hingehen wollen würden , zu Legida oder zur Gegendemo .",wir,würden
würden392,Nicht einmal Streit unter Liebenden würden Verträge wirksam vermeiden .,Nicht einmal Streit unter Liebenden,würden
würden392,"Nutzer würden zudem oft übersehen , dass beim Factory Reset zusätzliche Datenträger wie SD-Karten nicht gelöscht würden .",Nutzer,würden
würden392,Der Umverteilungsbedarf jedenfalls ist groß : Gut eine Million Arbeitnehmer würden nach Berechnungen des Statistischen Bundesamtes gern weniger arbeiten .,Gut eine Million Arbeitnehmer,würden
würden392,"Gleichzeitig gibt es 2,7 Millionen Beschäftigte , die gern mehr arbeiten würden , wenn man sie ließe .",die,würden
würden392,"82 Prozent würden sich wünschen , ihre Arbeitszeit für einen bestimmten Zeitraum reduzieren zu können und problemlos auch wieder auf eine Vollzeitstelle aufstocken zu können .",82 Prozent,würden
würden392,"Das große Fernziel : eines Tages Ost- und Westafrika zu verbinden . Habe China mit all diesen Großaufträgen erst mal seine Standards gesetzt , erklärt Demissie , würden zahlreiche weitere Aufträge folgen : Dienstleistungen , Ersatzteile .",zahlreiche weitere Aufträge,würden
würden392,"So würden zum Beispiel die weltweiten Militärausgaben aus acht Tagen genügen , um jedem Kind auf der Erde zwölf Jahre Bildung zu ermöglichen .",die weltweiten Militärausgaben aus acht Tagen,würden
würden392,Was würden wir uns in dieser Situation wünschen ?,wir,würden
würden392,"Die Moonshiner verbreiteten Gerüchte , in ihren Wäldern würden Hexen , Monster , Schlächter und Bigfoots umgehen .","Hexen , Monster , Schlächter und Bigfoots",würden
würden392,"Seehofer weiß , dass ihm die konservativen Wähler daheim nicht verzeihen würden , wenn er die Verhandlungen platzen ließe .",die konservativen Wähler,würden
würden392,"Sie erzählt von ihren Freundinnen , einige davon Lehrerinnen bei Ofarin , die gerne studieren würden oder Polizistinnen werden wollen .",die,würden
würden392,Verpflichtende Quoten würden das Geschäft noch lukrativer machen :,Verpflichtende Quoten,würden
würden392,"Viel lieber würden Sie aber dem Gerücht nachgehen , dass Ihr Abteilungsleiter doppelt so viel bekommt wie Sie .",Sie,würden
würden392,"Wäre Ihr Auskunftsersuchen mit dem Durchschnitt zu beantworten , würden Sie sofort bemerken , dass hier etwas nicht stimmen kann :",Sie,würden
würden392,"Ohne Au - pair würden wir es aber definitiv nicht schaffen , so zu leben , wie wir es derzeit tun .",wir,würden
würden392,"Dann folgte die klare Gin-Tonic-Phase , die abenteuerlich war , begleitet von der Illusion , wir würden uns von diesen Drinks niemals schlecht fühlen .",wir,würden
würde392,"Cloete , damals noch Lehrer am Paul-Roos-Gymnasium , wusste in diesem Moment , dass er mitmachen würde , auch wenn er die Idee verrückt fand .",er,würde
würde392,"Ein Laie würde die besonders hohen und tiefen Töne nicht treffen , und würde er es versuchen , wäre er nach wenigen Minuten heiser .",Ein Laie,würde
würde392,"Wenn wir das alles beherzigten , wenn wir nur genug übten , würde uns der Erfolg für all die Strapazen entschädigen .",der Erfolg,würde
würde392,"Ich mochte es immer , dass Maja all der Hochkultur zum Trotz so redet , als würde sie Gemüse auf dem Markt verkaufen .",sie,würde
würde392,"Jedes Mal , wenn sie sang , war es , als würde sich ein Ventil öffnen :",ein Ventil,würde
würde392,"Wäre es möglich , Fanny zu fragen , sie würde sich vermutlich sogar dagegen verwehren , als Protagonistin dieses gerade in seiner Zurückgenommenheit eindringlichen Romans zu gelten .",sie,würde
würde392,"Das Projekt fallen zu lassen "" "" würde den Fortbestand dieses für Hessen sehr wichtigen Forschungsschwerpunkts mit internationaler Strahlkraft gefährden "" "" , begründet das Ministerium seine Entscheidung .",Das Projekt fallen zu lassen,würde
würde392,"Wenn ich eine Tochter hätte , würde ich es ihr zum 17. Geburtstag schenken .",ich,würde
würde392,Ein Dasein als Hausfrau würde für sie Stillstand bedeuten .,Ein Dasein als Hausfrau,würde
würdest392,Als Hund würdest du Schokolade mögen !,du,würdest
würdest392,Im Kino würdest du jetzt auch nichts sagen .,du,würdest
am488,"Doch der theatralische Selbstmord von General Slobodan Praljak , der direkt dem Urteilsspruch folgte , entwertete all jene Tode , die weder öffentlich noch theatralisch waren , und am wenigsten freiwillig , sondern sich auf den Bauernhöfen , in den Kellern der Familienhäuser und in den in Lager umgewandelten Warenmagazine abspielten .",jene Tode,am
wenigsten488,"Doch der theatralische Selbstmord von General Slobodan Praljak , der direkt dem Urteilsspruch folgte , entwertete all jene Tode , die weder öffentlich noch theatralisch waren , und am wenigsten freiwillig , sondern sich auf den Bauernhöfen , in den Kellern der Familienhäuser und in den in Lager umgewandelten Warenmagazine abspielten .",jene Tode,wenigsten
am488,"Doch der theatralische Selbstmord von General Slobodan Praljak , der direkt dem Urteilsspruch folgte , entwertete all jene Tode , die weder öffentlich noch theatralisch waren , und am wenigsten freiwillig , sondern sich auf den Bauernhöfen , in den Kellern der Familienhäuser und in den in Lager umgewandelten Warenmagazine abspielten .",freiwillig,am
wenigsten488,"Doch der theatralische Selbstmord von General Slobodan Praljak , der direkt dem Urteilsspruch folgte , entwertete all jene Tode , die weder öffentlich noch theatralisch waren , und am wenigsten freiwillig , sondern sich auf den Bauernhöfen , in den Kellern der Familienhäuser und in den in Lager umgewandelten Warenmagazine abspielten .",freiwillig,wenigsten
am488,"Morgens beim Kaffee wird gemeinsam entschieden , welches Gemüse am wenigsten haltbar ist und daher als Erstes verarbeitet werden muss .",welches Gemüse,am
wenigsten488,"Morgens beim Kaffee wird gemeinsam entschieden , welches Gemüse am wenigsten haltbar ist und daher als Erstes verarbeitet werden muss .",welches Gemüse,wenigsten
am488,"Morgens beim Kaffee wird gemeinsam entschieden , welches Gemüse am wenigsten haltbar ist und daher als Erstes verarbeitet werden muss .",haltbar,am
wenigsten488,"Morgens beim Kaffee wird gemeinsam entschieden , welches Gemüse am wenigsten haltbar ist und daher als Erstes verarbeitet werden muss .",haltbar,wenigsten
am488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,Unter den Einwohnern der großen EU - Länder,am
wenigsten488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,Unter den Einwohnern der großen EU - Länder,wenigsten
am488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,die Deutschen,am
wenigsten488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,die Deutschen,wenigsten
am488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,empfänglich für populistische Politik,am
wenigsten488,Unter den Einwohnern der großen EU - Länder sind die Deutschen laut einer YouGov - Studie am wenigsten empfänglich für populistische Politik .,empfänglich für populistische Politik,wenigsten
am488,""" "" In dieser Jahreszeit ist die Aedes - Mücke , die das Virus überträgt , am wenigsten aktiv "" "" , erklärt Jelinek .","die Aedes - Mücke , die das Virus überträgt ,",am
wenigsten488,""" "" In dieser Jahreszeit ist die Aedes - Mücke , die das Virus überträgt , am wenigsten aktiv "" "" , erklärt Jelinek .","die Aedes - Mücke , die das Virus überträgt ,",wenigsten
am488,""" "" In dieser Jahreszeit ist die Aedes - Mücke , die das Virus überträgt , am wenigsten aktiv "" "" , erklärt Jelinek .",aktiv,am
wenigsten488,""" "" In dieser Jahreszeit ist die Aedes - Mücke , die das Virus überträgt , am wenigsten aktiv "" "" , erklärt Jelinek .",aktiv,wenigsten
am488,"Aber von dieser Gruppe ist vielleicht Real das Team , das am wenigsten übermächtig ist .",das,am
wenigsten488,"Aber von dieser Gruppe ist vielleicht Real das Team , das am wenigsten übermächtig ist .",das,wenigsten
am488,"Aber von dieser Gruppe ist vielleicht Real das Team , das am wenigsten übermächtig ist .",übermächtig,am
wenigsten488,"Aber von dieser Gruppe ist vielleicht Real das Team , das am wenigsten übermächtig ist .",übermächtig,wenigsten
am488,"Da die Infektion für die meisten Menschen harmlos verlaufe , sei die Entwicklung von Medikamenten am wenigsten eilig .",die Entwicklung von Medikamenten,am
wenigsten488,"Da die Infektion für die meisten Menschen harmlos verlaufe , sei die Entwicklung von Medikamenten am wenigsten eilig .",die Entwicklung von Medikamenten,wenigsten
am488,"Da die Infektion für die meisten Menschen harmlos verlaufe , sei die Entwicklung von Medikamenten am wenigsten eilig .",eilig,am
wenigsten488,"Da die Infektion für die meisten Menschen harmlos verlaufe , sei die Entwicklung von Medikamenten am wenigsten eilig .",eilig,wenigsten
am488,"Das liegt unter anderem daran , dass sie am wenigsten anfechtbar sind .",sie,am
wenigsten488,"Das liegt unter anderem daran , dass sie am wenigsten anfechtbar sind .",sie,wenigsten
am488,"Das liegt unter anderem daran , dass sie am wenigsten anfechtbar sind .",anfechtbar,am
wenigsten488,"Das liegt unter anderem daran , dass sie am wenigsten anfechtbar sind .",anfechtbar,wenigsten
Am488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,verbreitet,Am
meisten488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,verbreitet,meisten
Am488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,von allen,Am
meisten488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,von allen,meisten
Am488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,der Mutterwidmer,Am
meisten488,Am meisten verbreitet von allen ist aber der Mutterwidmer .,der Mutterwidmer,meisten
Am488,"Am meisten entsetzt über die strategischen Fehler ist der Mann , der Schulz ausgesucht hatte : Sigmar Gabriel .",entsetzt,Am
meisten488,"Am meisten entsetzt über die strategischen Fehler ist der Mann , der Schulz ausgesucht hatte : Sigmar Gabriel .",entsetzt,meisten
am488,Und am meisten genervt von Gabriels Interviews und Einlassungen zur Lage der SPD ist Martin Schulz .,genervt,am
meisten488,Und am meisten genervt von Gabriels Interviews und Einlassungen zur Lage der SPD ist Martin Schulz .,genervt,meisten
am488,Und am meisten genervt von Gabriels Interviews und Einlassungen zur Lage der SPD ist Martin Schulz .,Martin Schulz,am
meisten488,Und am meisten genervt von Gabriels Interviews und Einlassungen zur Lage der SPD ist Martin Schulz .,Martin Schulz,meisten
am488,"Derjenige , dem die Dienstleistung gerade am meisten wert ist , der erhält sie .",die Dienstleistung,am
meisten488,"Derjenige , dem die Dienstleistung gerade am meisten wert ist , der erhält sie .",die Dienstleistung,meisten
am488,"Derjenige , dem die Dienstleistung gerade am meisten wert ist , der erhält sie .",wert,am
meisten488,"Derjenige , dem die Dienstleistung gerade am meisten wert ist , der erhält sie .",wert,meisten
am488,"Für am meisten verlässlich hielt eine große Mehrheit der Befragten das Radio ( 66 Prozent ) , gefolgt von Fernsehen und Zeitungen ( jeweils 55 Prozent ) .",verlässlich,am
meisten488,"Für am meisten verlässlich hielt eine große Mehrheit der Befragten das Radio ( 66 Prozent ) , gefolgt von Fernsehen und Zeitungen ( jeweils 55 Prozent ) .",verlässlich,meisten
am488,"Für am meisten verlässlich hielt eine große Mehrheit der Befragten das Radio ( 66 Prozent ) , gefolgt von Fernsehen und Zeitungen ( jeweils 55 Prozent ) .",das Radio,am
meisten488,"Für am meisten verlässlich hielt eine große Mehrheit der Befragten das Radio ( 66 Prozent ) , gefolgt von Fernsehen und Zeitungen ( jeweils 55 Prozent ) .",das Radio,meisten
am488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .",den,am
meisten488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .",den,meisten
am488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .",international gehandelten,am
meisten488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .",international gehandelten,meisten
am488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .","Vogelarten , die in der Wildnis eingefangen werden",am
meisten488,"Laut IFAW gehört der Graupapagei zu den am meisten international gehandelten Vogelarten , die in der Wildnis eingefangen werden .","Vogelarten , die in der Wildnis eingefangen werden",meisten
am488,""" "" Das war wahrscheinlich das Rennen meiner Karriere , auf das ich am meisten stolz bin .",ich,am
meisten488,""" "" Das war wahrscheinlich das Rennen meiner Karriere , auf das ich am meisten stolz bin .",ich,meisten
am488,""" "" Das war wahrscheinlich das Rennen meiner Karriere , auf das ich am meisten stolz bin .",stolz,am
meisten488,""" "" Das war wahrscheinlich das Rennen meiner Karriere , auf das ich am meisten stolz bin .",stolz,meisten
am488,""" "" Ich war selbst am meisten erstaunt , dass es geklappt hat "" "" , erzählte Gerst einst und sprach von der Erfüllung eines Kindheitstraums .",Ich,am
meisten488,""" "" Ich war selbst am meisten erstaunt , dass es geklappt hat "" "" , erzählte Gerst einst und sprach von der Erfüllung eines Kindheitstraums .",Ich,meisten
am488,""" "" Ich war selbst am meisten erstaunt , dass es geklappt hat "" "" , erzählte Gerst einst und sprach von der Erfüllung eines Kindheitstraums .",erstaunt,am
meisten488,""" "" Ich war selbst am meisten erstaunt , dass es geklappt hat "" "" , erzählte Gerst einst und sprach von der Erfüllung eines Kindheitstraums .",erstaunt,meisten
am488,Wirtschaftlich ist die Bundesliga in Europa am meisten profitabel .,die Bundesliga,am
meisten488,Wirtschaftlich ist die Bundesliga in Europa am meisten profitabel .,die Bundesliga,meisten
am488,Wirtschaftlich ist die Bundesliga in Europa am meisten profitabel .,profitabel,am
meisten488,Wirtschaftlich ist die Bundesliga in Europa am meisten profitabel .,profitabel,meisten
am488,"Antwort : Worauf ich am meisten stolz bin , ist das Team .",ich,am
meisten488,"Antwort : Worauf ich am meisten stolz bin , ist das Team .",ich,meisten
am488,"Antwort : Worauf ich am meisten stolz bin , ist das Team .",stolz,am
meisten488,"Antwort : Worauf ich am meisten stolz bin , ist das Team .",stolz,meisten
am488,Der LSD - Rausch hat mich bisher am meisten begeistert .,Der LSD - Rausch,am
meisten488,Der LSD - Rausch hat mich bisher am meisten begeistert .,Der LSD - Rausch,meisten
am488,Der LSD - Rausch hat mich bisher am meisten begeistert .,begeistert,am
meisten488,Der LSD - Rausch hat mich bisher am meisten begeistert .,begeistert,meisten
Am488,Am meisten ausgeprägt sind diese Ängste demnach bei den 51 - bis 60 - jährigen .,ausgeprägt,Am
meisten488,Am meisten ausgeprägt sind diese Ängste demnach bei den 51 - bis 60 - jährigen .,ausgeprägt,meisten
Am488,Am meisten ausgeprägt sind diese Ängste demnach bei den 51 - bis 60 - jährigen .,diese Ängste,Am
